dialog,narration,img_id,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes,argument
"[""listen, jackie--you got the electronic know-how to build me the weapon i need! you gonna build it, dig?"", ""y-yes.""]",[],bp_0_141_5,"[[4.0, 6.0, 196.0, 107.0], [125.0, 417.0, 191.0, 461.0]]",[],"[[5.0, 119.0, 82.0, 359.0], [96.0, 188.0, 197.0, 403.0]]","The character is angry or betrayed because the dialogue and narration mention ""listen, jackie--you got the electronic know-how to build me the weapon i need! you gonna build it, dig?"" and suggest listen, jackie, got, electronic, know."
"[""my country is not in the market for advisors -- either cuban or american! we merely wish to know -- the world outside!""]",[],bp_0_143_2,"[[5.0, 6.0, 309.0, 85.0]]",[],"[[6.0, 93.0, 324.0, 433.0]]","The character is angry or betrayed because the dialogue and narration mention ""my country is not in the market for advisors -- either cuban or american! we merely wish to know -- the world outside!"" and suggest country, market, advisors, cuban, american."
"[""what should we tell the secretary?""]",[],bp_0_143_4,"[[47.0, 2.0, 197.0, 62.0]]",[],"[[70.0, 115.0, 200.0, 283.0]]","The character is neutral because the dialogue and narration mention ""what should we tell the secretary?"" and suggest tell, secretary."
"[""well, t'challa... only in business a week, and i see you've already gotten some pretty high-powered visitors."", ""right. old aubrey pearson's one of cyrus vance's toughest negotiators."", ""oh he went pretty easy on me, cap.""]",[],bp_0_144_2,"[[7.0, 5.0, 157.0, 127.0], [172.0, 5.0, 476.0, 58.0], [478.0, 6.0, 589.0, 53.0]]",[],"[[133.0, 100.0, 215.0, 211.0], [403.0, 84.0, 478.0, 182.0], [483.0, 79.0, 579.0, 174.0]]","The character is neutral because the dialogue and narration mention ""well, t'challa... only in business a week, and i see you've already gotten some pretty high-powered visitors."" and suggest business, week, gotten, pretty, high."
"[""this way, ladies and gentlemen.""]",[],bp_0_144_3,"[[6.0, 6.0, 119.0, 61.0]]",[],"[[94.0, 90.0, 159.0, 169.0]]","The character is neutral because the dialogue and narration mention ""this way, ladies and gentlemen."" and suggest way, ladies, gentlemen."
"[""fortunately, i can escape the pressures in my own way -- up here..."", ""... as far beyond telephones and meetings as i would be in africa's most remote jungle wilderness"", ""it's a shame that new york's inhabitants can't see their city from this perspective!it's so beautiful -- almost fragile looking!""]",[],bp_0_145_0,"[[495.0, 5.0, 861.0, 39.0], [701.0, 255.0, 868.0, 358.0], [368.0, 328.0, 709.0, 401.0]]",[],"[[665.0, 84.0, 680.0, 101.0], [667.0, 84.0, 679.0, 102.0], [669.0, 88.0, 682.0, 100.0]]","The character is neutral because the dialogue and narration mention ""fortunately, i can escape the pressures in my own way -- up here..."" and suggest fortunately, escape, pressures, way."
"[""i can understand cap's misgivings. the danger posed by visionary leaders of great power is one of history's recurring lessons."", ""for every mohammed or simon bolivar, there's been a hitler or attila.""]","[""the avengers leave, and shortly, a sleek form takes to the city's rooftops.""]",bp_0_145_1,"[[5.0, 361.0, 285.0, 446.0], [336.0, 7.0, 498.0, 106.0]]","[[4.0, 4.0, 265.0, 54.0]]","[[93.0, 158.0, 121.0, 177.0], [314.0, 193.0, 357.0, 224.0]]","The character is happy because the dialogue and narration mention ""i can understand cap's misgivings. the danger posed by visionary leaders of great power is one of history's recurring lessons."" and suggest understand, cap, misgivings, danger, posed."
"[""wait!one of those people...""]",[],bp_0_145_5,"[[66.0, 4.0, 158.0, 70.0]]",[],"[[2.0, 119.0, 143.0, 450.0]]","The character is neutral because the dialogue and narration mention ""wait!one of those people..."" and suggest people."
"[""and the shockwave from the bullet put him into this statis, eh?"", ""it's a theory. the experts in wakanda will make the final analysis!"", ""in wakanda? after all these years you want to take him back there?"", ""yes! it's about time! wakandan scientists will find a way to revive klaw, and he can stand trial...""]",[],bp_0_149_0,"[[156.0, 1.0, 310.0, 114.0], [5.0, 311.0, 176.0, 423.0], [403.0, 2.0, 601.0, 79.0], [613.0, 4.0, 874.0, 74.0]]",[],"[[291.0, 26.0, 385.0, 143.0], [24.0, 1.0, 165.0, 141.0], [300.0, 26.0, 380.0, 144.0], [538.0, 74.0, 860.0, 390.0]]","The character is neutral because the dialogue and narration mention ""and the shockwave from the bullet put him into this statis, eh?"" and suggest shockwave, bullet, statis, eh."
"[""Here it is, you insufferable little pipsqueak! my men should have aimed at this, insted of your chest!"", ""princess zanda! so--you and your scurrilous knaves were waiting in ambush for us!""]",[],bp_0_14_3,"[[5.0, 7.0, 232.0, 175.0], [337.0, 4.0, 557.0, 137.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [342.0, 192.0, 476.0, 359.0]]","The character is neutral because the dialogue and narration mention ""Here it is, you insufferable little pipsqueak! my men should have aimed at this, insted of your chest!"" and suggest insufferable, little, pipsqueak, men, aimed."
"[""my shield seems to have no effect on it! what's this creature made of?!"", ""get away, t'challa-- warn the avengers!"", ""you're wrong about your shield, cap-- it made the monster release me!*""]","['if the panther were to reply, the answer would seem unbelievable!', 'as it is, the jungle king is too busy trying to think of a way to defeat a beast made of pure solidified sound!', '* b. p. # 14 -- r.']",bp_0_154_0,"[[11.0, 4.0, 198.0, 88.0], [771.0, 7.0, 881.0, 79.0], [767.0, 483.0, 877.0, 625.0]]","[[5.0, 277.0, 168.0, 365.0], [461.0, 4.0, 756.0, 88.0], [753.0, 628.0, 874.0, 650.0]]","[[321.0, 109.0, 383.0, 168.0], [669.0, 104.0, 745.0, 170.0], [649.0, 549.0, 683.0, 589.0]]","The character is angry or betrayed because the dialogue and narration mention ""my shield seems to have no effect on it! what's this creature made of?!"" and suggest shield, effect, creature, panther, reply."
"[""fool! i don't need my soni-claw to defeat the likes of you!""]",[],bp_0_155_2,"[[233.0, 3.0, 405.0, 93.0]]",[],"[[314.0, 216.0, 351.0, 257.0]]","The character is neutral because the dialogue and narration mention ""fool! i don't need my soni-claw to defeat the likes of you!"" and suggest fool, need, soni, claw, defeat."
"[""face it, avenger-- you're wearing down! not even your android body can withstand constant pounding sound assaults!"", ""perhabs --but how long can you sustain such and energy output?""]",['holding action...'],bp_0_156_3,"[[3.0, 312.0, 251.0, 392.0], [260.0, 300.0, 379.0, 392.0]]","[[2.0, 0.0, 180.0, 17.0]]","[[101.0, 47.0, 158.0, 100.0], [182.0, 40.0, 236.0, 79.0]]","The character is angry or betrayed because the dialogue and narration mention ""face it, avenger-- you're wearing down! not even your android body can withstand constant pounding sound assaults!"" and suggest face, wearing, android, body, withstand."
"[""as you can see, i am qeuipped to return force for force!"", ""so-- you would use my own power against me! i am well acquainted with the uses of sonic feedback as a defensive weapon"", ""... but let us see if you can defend yourself against this!"", ""spirits of the ancestors! klaw's strength is more than i'd expected""]",[],bp_0_157_0,"[[7.0, 5.0, 130.0, 110.0], [4.0, 244.0, 150.0, 433.0], [325.0, 599.0, 451.0, 751.0], [279.0, 789.0, 461.0, 878.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [209.0, 492.0, 253.0, 536.0], [207.0, 488.0, 254.0, 537.0], [81.0, 614.0, 220.0, 782.0]]","The character is neutral because the dialogue and narration mention ""as you can see, i am qeuipped to return force for force!"" and suggest qeuipped, return, force, force."
"[""it's vanishing into the source from which it came! his brain!!"", ""he was dreaming!"", ""and we were witness to it!""]",[],bp_0_18_0,"[[5.0, 6.0, 383.0, 82.0], [416.0, 7.0, 580.0, 65.0], [439.0, 86.0, 654.0, 168.0]]",[],"[[89.0, 92.0, 162.0, 177.0], [215.0, 95.0, 313.0, 194.0], [563.0, 173.0, 645.0, 261.0]]","The character is neutral because the dialogue and narration mention ""it's vanishing into the source from which it came! his brain!!"" and suggest vanishing, source, came, brain."
"[""finish the count ya bum!"", ""how did you wall-crawler?"", ""never mind the count! i'll finish the referee, alias the foe."", ""you're the only ref i know know who can only count to two."", ""so enjoy the fudgy icing while you can ref... because you're going from a ring to a square. a square witch bars on it."", ""thanks, web-puncher these hostess cup cakes are a knockout too.""]",[],bp_0_19_0,"[[252.0, 7.0, 399.0, 87.0], [188.0, 204.0, 332.0, 301.0], [434.0, 6.0, 654.0, 120.0], [436.0, 128.0, 620.0, 244.0], [690.0, 7.0, 1020.0, 141.0], [997.0, 9.0, 1181.0, 136.0]]",[],"[[364.0, 147.0, 418.0, 215.0], [319.0, 237.0, 465.0, 384.0], [537.0, 215.0, 655.0, 371.0], [538.0, 216.0, 655.0, 367.0], [841.0, 127.0, 974.0, 302.0], [1030.0, 117.0, 1185.0, 306.0]]","The character is neutral because the dialogue and narration mention ""finish the count ya bum!"" and suggest finish, count, ya, bum."
"[""the chief mentioned that the place was deserted, but that doesnt seem to be the case!"", ""maybe she thinks its a hotel or something!""]",[],0_19_3,"[[2.0, 19.0, 278.0, 144.0], [256.0, 19.0, 519.0, 110.0]]",[],"[[119.0, 237.0, 208.0, 355.0], [194.0, 406.0, 279.0, 505.0]]","The character is neutral because the dialogue and narration mention ""the chief mentioned that the place was deserted, but that doesnt seem to be the case!"" and suggest chief, mentioned, place, deserted, nt."
"[""oh, well .. I suppose I demonstrated that courage is not lacking in the twentieth century man!"", ""huh! I wonder what your chances would have been had that thing regained its senses!"", ""enough, you to! we've got to make the most of each. minute! there are dicisions to be made! there's work to be done!!""]",['when mister little overcomes his shock...'],bp_0_20_0,"[[9.0, 66.0, 308.0, 181.0], [324.0, 6.0, 539.0, 185.0], [694.0, 2.0, 968.0, 195.0]]","[[6.0, 4.0, 321.0, 53.0]]","[[215.0, 187.0, 420.0, 429.0], [544.0, 62.0, 632.0, 201.0], [975.0, 3.0, 1176.0, 326.0]]","The character is angry or betrayed because the dialogue and narration mention ""oh, well .. I suppose I demonstrated that courage is not lacking in the twentieth century man!"" and suggest oh, suppose, demonstrated, courage, lacking."
"[""that creature wouldn't be on our hands if it weren't for zanda's meddling -- and her insatiable greed!!"", ""you horrible little ant! when this is over -- i'll -- i'll --!!"", ""save it! we're gliding into africa!!""]",[],bp_0_21_0,"[[9.0, 8.0, 226.0, 139.0], [231.0, 9.0, 460.0, 71.0], [268.0, 86.0, 375.0, 183.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [117.0, 149.0, 215.0, 247.0], [-1.0, -1.0, -1.0, -1.0]]","The character is neutral because the dialogue and narration mention ""that creature wouldn't be on our hands if it weren't for zanda's meddling -- and her insatiable greed!!"" and suggest creature, hands, zanda, meddling, insatiable."
"[""you must have read your map wrong! we'll crash into that mountain wall if i don't pull up the nose of this plane"", ""no! i'm never wrong!"", ""it is imperative that we maintain this precise altitude!""]","['suddenly, the sky is blotted out by a great wall of granite which looms in the path of the onrushing multi-plane...']",bp_0_21_2,"[[10.0, 275.0, 201.0, 462.0], [336.0, 318.0, 455.0, 384.0], [303.0, 385.0, 455.0, 513.0]]","[[29.0, 23.0, 406.0, 102.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]","The character is angry or betrayed because the dialogue and narration mention ""you must have read your map wrong! we'll crash into that mountain wall if i don't pull up the nose of this plane"" and suggest read, map, wrong, crash, mountain."
"[""disappoint you! but id probably give you\tindigestion!""]",[],0_21_4,"[[7.0, 0.0, 201.0, 127.0]]",[],"[[124.0, 284.0, 175.0, 320.0]]","The character is neutral because the dialogue and narration mention ""disappoint you! but id probably give you	indigestion!"" and suggest disappoint, d, probably, indigestion."
"[""we did it, by george! we're alive!"", ""you're infallible, mister little!""]","['mister little, as always, proves himself right! At the moment of impact, the mountain wall slides open to receive the speeding craft within a huge stone corridor...']",bp_0_22_3,"[[127.0, 106.0, 211.0, 196.0], [291.0, 124.0, 417.0, 203.0]]","[[4.0, 4.0, 444.0, 98.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]","The character is neutral because the dialogue and narration mention ""we did it, by george! we're alive!"" and suggest george, alive, mister, little, proves."
"[""as a collecting enthusiast, i bow to a clever but unscrupulous colleague!"", ""i lost five good mechanics before i learned the secret!"", ""postpone the small talk! we've got to get on with the search!""]",[],bp_0_26_0,"[[7.0, 7.0, 191.0, 97.0], [59.0, 121.0, 207.0, 219.0], [338.0, 7.0, 455.0, 156.0]]",[],"[[103.0, 237.0, 170.0, 314.0], [223.0, 27.0, 291.0, 96.0], [302.0, 238.0, 464.0, 458.0]]","The character is neutral because the dialogue and narration mention ""as a collecting enthusiast, i bow to a clever but unscrupulous colleague!"" and suggest collecting, enthusiast, bow, clever, unscrupulous."
"[""foolish fellow! you acted before i could warn you! king solomon's tomb is secured by complex forces"", ""high voltage forces i'd say! if not for my protective gloves, i'd be dead at this moment!""]",[],bp_0_26_1,"[[9.0, 7.0, 205.0, 132.0], [240.0, 6.0, 448.0, 118.0]]",[],"[[12.0, 239.0, 118.0, 399.0], [184.0, 102.0, 319.0, 269.0]]","The character is neutral because the dialogue and narration mention ""foolish fellow! you acted before i could warn you! king solomon's tomb is secured by complex forces"" and suggest foolish, fellow, acted, warn, king."
"[""i-it's certainly dark in there-!"", ""i can't see a thing!""]","['realizing the necessity for caution, the black panther slowly enters the adjoining chamber...']",bp_0_26_2,"[[290.0, 77.0, 458.0, 119.0], [363.0, 118.0, 436.0, 220.0]]","[[4.0, 5.0, 456.0, 65.0]]","[[105.0, 130.0, 344.0, 462.0], [103.0, 129.0, 342.0, 460.0]]","The character is neutral because the dialogue and narration mention ""i-it's certainly dark in there-!"" and suggest certainly, dark, realizing, necessity, caution."
"[""you fools are wasting precious time! that's and ancient wizards lock! i have one in my collection of rare artifacts!"", ""that's fine, princess... but, can you open it!?"", ""a fair question... wouldn't you say so, my dear zanda?""]",[],bp_0_26_3,"[[17.0, 12.0, 206.0, 160.0], [302.0, 10.0, 429.0, 82.0], [344.0, 107.0, 444.0, 233.0]]",[],"[[21.0, 104.0, 101.0, 453.0], [227.0, 105.0, 302.0, 194.0], [301.0, 276.0, 397.0, 387.0]]","The character is neutral because the dialogue and narration mention ""you fools are wasting precious time! that's and ancient wizards lock! i have one in my collection of rare artifacts!"" and suggest fools, wasting, precious, time, ancient."
"[""she did it!the door is opening!we've got it made!"", ""well bless my stars!!the lady is not without talent, after all!""]",[],bp_0_26_5,"[[6.0, 6.0, 184.0, 85.0], [304.0, 1.0, 452.0, 128.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]","The character is neutral because the dialogue and narration mention ""she did it!the door is opening!we've got it made!"" and suggest door, got."
"[""it must be done! i've got to put this behemoth down!""]",[],bp_0_27_4,"[[293.0, 20.0, 448.0, 117.0]]",[],"[[182.0, 52.0, 299.0, 222.0]]","The character is neutral because the dialogue and narration mention ""it must be done! i've got to put this behemoth down!"" and suggest got, behemoth."
