img_id,dialog,narration,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes
1054_61_4,"[""<INFORM wait'll i get my hands on you!>"", '<INFORM dogs-- i hate them!>']",[],"[[41.0, 2.0, 543.0, 61.0], [133.0, 56.0, 332.0, 112.0]]",[],"[[260.0, 117.0, 376.0, 243.0], [25.0, 156.0, 107.0, 225.0]]"
1065_20_0,['<FEEDBACK monster or not--> <INFORM nothing is going to stop me from having this treasure!>'],['ickly cent ask rried wn the eps and ened e door. e gold s still ere...'],"[[179.0, 0.0, 399.0, 88.0]]","[[0.0, 0.0, 66.0, 264.0]]","[[164.0, 36.0, 218.0, 94.0]]"
1067_16_2,"[""<FEEDBACK don't worry...> <INFORM i'm not going to touch you.> <INFORM i'm not even going anywhere near you!> <INFORM in fact, i'm going to leave you all alone!>""]",[],"[[7.0, 41.0, 382.0, 187.0]]",[],"[[80.0, 196.0, 353.0, 529.0]]"
1069_43_5,"[""<INFORM thank god she's leaving...> <INFORM if i heard her voice another minute, i would go mad!>"", '<INFORM here another minute with a numbskull like you, youre crazier than i think you are!> <INFORM --and you know how crazy that is!>']",[],"[[2.0, 19.0, 270.0, 174.0], [268.0, 0.0, 766.0, 114.0]]",[],"[[250.0, 221.0, 299.0, 292.0], [657.0, 257.0, 711.0, 316.0]]"
1070_43_1,"[""<INFORM the child's half-mad.> <INFORM she may harm janice, even elaw at her face so that she won't be alone in her ugli-ness!> <INFORM i've got to go in there!>""]","[""wineed as hulda' s raucous croaking rose in shrill crescendo, and compassion give way to fear...""]","[[489.0, 111.0, 743.0, 350.0]]","[[0.0, 0.0, 815.0, 94.0]]","[[453.0, 380.0, 505.0, 435.0]]"
1080_6_5,"[""<ORDER hurry, kola,> <INFORM before ol' stringo hears you!>""]",[],"[[67.0, 1.0, 311.0, 91.0]]",[],"[[310.0, 130.0, 404.0, 213.0]]"
1093_52_4,"[""<POLITENESS_FORMULA sorry old boy!> <INFORM i can't wait!>""]",['a thunderbolt attack hurls him to the wall!'],"[[11.0, 20.0, 221.0, 88.0]]","[[353.0, 22.0, 560.0, 96.0]]","[[67.0, 92.0, 153.0, 188.0]]"
1095_16_3,"[""<INFORM the black terror!> <WHY_QUESTION i wonder who he is?> <WHY_QUESTION why can't you be like him, bob... instead of a--a scared mouse?>"", ""<ORDER don't be silly, jean...> <ORDER imagine me like the terror!> <ORDER forget it!>""]",[],"[[0.0, 3.0, 211.0, 114.0], [186.0, 4.0, 362.0, 89.0]]",[],"[[17.0, 148.0, 116.0, 269.0], [191.0, 121.0, 240.0, 187.0]]"
1096_26_6,"[""<FEEDBACK yes,> <INFORM i'm making that hop to yemen-->"", '<POLITENESS_FORMULA sorry to disagree!>']",[],"[[84.0, 12.0, 225.0, 67.0], [232.0, 12.0, 345.0, 50.0]]",[],"[[83.0, 79.0, 103.0, 103.0], [238.0, 66.0, 271.0, 91.0]]"
10_26_3,['<INFORM ideal for hiding prisoners .. for starving them humble. for preparing them to babble the secrets the red spies want to know>'],[],"[[129.0, 45.0, 454.0, 183.0]]",[],"[[100.0, 335.0, 162.0, 414.0]]"
1101_44_1,"['<BACKCHANNEL alley-oop!>', ""<ORDER yank 'im down!>""]",['ith a leap worthy of tarzan--'],"[[11.0, 31.0, 165.0, 141.0], [61.0, 253.0, 250.0, 362.0]]","[[0.0, 0.0, 625.0, 27.0]]","[[284.0, 245.0, 355.0, 311.0], [135.0, 454.0, 182.0, 522.0]]"
1111_16_0,"[""<GREET good evening, ladies and gentlemen!> <INFORM it's the big night for the milk fund bouts!> <INFORM we have a capacity crowd here to see the black terror himself,> <INFORM aided by his young partner, who will open the festivities by battling six rugged boxers!>""]",['that night...'],"[[29.0, 32.0, 506.0, 205.0]]","[[16.0, 0.0, 269.0, 34.0]]","[[97.0, 225.0, 267.0, 410.0]]"
1111_7_1,"['<INFORM the jungle is no place for beasts like you!>', ""<FEEDBACK it's the jungle girl!>""]",[],"[[8.0, 11.0, 276.0, 109.0], [309.0, 21.0, 456.0, 103.0]]",[],"[[233.0, 95.0, 282.0, 155.0], [349.0, 120.0, 435.0, 208.0]]"
1123_65_1,"['<BACKCHANNEL yaaaagh!>', '<INFORM my warning has saved you!> <POLITENESS_FORMULA farewell!>']",[],"[[11.0, 25.0, 150.0, 113.0], [203.0, 24.0, 339.0, 79.0]]",[],"[[173.0, 98.0, 195.0, 122.0], [173.0, 98.0, 195.0, 122.0]]"
1145_54_0,['<INFORM a direct hit!> <BACKCHANNEL ah!> <INFORM this machine is working great!>'],['from the security of his mountain fort-ress the cowardly moloka watches with satisfaction the deadly work of his diabolical invention!'],"[[82.0, 122.0, 381.0, 232.0]]","[[5.0, 3.0, 550.0, 127.0]]","[[-1.0, -1.0, -1.0, -1.0]]"
1146_18_4,['<BACKCHANNEL oooooo-wah!>'],"['but the neanderthal man sees in flip, a strange thing-there-fore an enemy---he charges!']","[[79.0, 167.0, 612.0, 281.0]]","[[71.0, 1.0, 796.0, 163.0]]","[[695.0, 182.0, 805.0, 315.0]]"
1146_42_2,"[""<INFORM i'm going to cut you into pieces, slowly-> <INFORM very slowly but no one else must see it.> <INFORM i must be alone just you two and i.>""]",[],"[[462.0, 21.0, 934.0, 457.0]]",[],"[[71.0, 130.0, 395.0, 524.0]]"
1152_109_1,['<NOT_CLASSIFIABLE i am draw fight>'],"[""aniumah daris in, seizes jedba's spear, and wrenches it with all her sinous strength!"", 'though momentarily blinded, fan mah instinc-ely dodges bas deadly']","[[331.0, 0.0, 384.0, 53.0]]","[[0.0, 0.0, 272.0, 46.0], [2.0, 417.0, 127.0, 553.0]]","[[-1.0, -1.0, -1.0, -1.0]]"
1152_190_2,"['<INFORM the tunnel grows wider...>', '<ORDER look!> <INFORM even fury can sense the evil about this place!>']",[],"[[0.0, 20.0, 143.0, 94.0], [165.0, 20.0, 437.0, 94.0]]",[],"[[45.0, 212.0, 81.0, 271.0], [132.0, 229.0, 161.0, 265.0]]"
1152_26_7,"[""you must be the mystery woman! <INFORM we're explorers.> <INFORM you saved my life,> <THANK thanks...>"", '<INFORM it was nothing.> <INFORM i leave you now,> <ORDER come, fury!>']",[],"[[0.0, 3.0, 113.0, 115.0], [81.0, 59.0, 164.0, 166.0]]",[],"[[26.0, 204.0, 75.0, 265.0], [85.0, 221.0, 144.0, 281.0]]"
1155_3_4,['<BACKCHANNEL uhh-> <INFORM a sniper!>'],['suddenly...'],"[[187.0, 13.0, 305.0, 85.0]]","[[4.0, 18.0, 152.0, 62.0]]","[[231.0, 123.0, 295.0, 207.0]]"
1158_86_0,['<INFORM captain marvel!>'],['by uttering magic ph captain m freddy fr a poor boy bec captain m jr.the wo mightier boy.'],"[[283.0, 27.0, 406.0, 108.0]]","[[648.0, 25.0, 898.0, 256.0]]","[[320.0, 130.0, 386.0, 199.0]]"
1163_14_5,"['<INFORM beloved, this world seems strange and terrible!>', '<INFORM it is still full of evils, such as we never dreamed of!> <INFORM but with the ibistick, we shall drive them away!>']","['such is the story of prince ibis, and now he comes to the modern world as the cahampion of right']","[[13.0, 19.0, 189.0, 108.0], [184.0, 4.0, 401.0, 160.0]]","[[15.0, 303.0, 392.0, 360.0]]","[[84.0, 163.0, 138.0, 227.0], [194.0, 127.0, 251.0, 199.0]]"
116_46_5,"['<INFORM you surprised everyone but me, fritz!>']","['as the nazi releases his cargo of death, the flying coffin drops out of the sky!']","[[28.0, 115.0, 342.0, 253.0]]","[[18.0, 31.0, 600.0, 124.0]]","[[-1.0, -1.0, -1.0, -1.0]]"
1172_2_7,"[""<INFORM as a matter of fact we're not even sure grissac is a gentleman-> <INFORM no one has ever really seen him!> <WHY_QUESTION who knows?> <INFORM he may even be a woman!>""]",[],"[[79.0, 0.0, 338.0, 141.0]]",[],"[[215.0, 126.0, 282.0, 212.0]]"
1173_35_7,"[""<BACKCHANNEL oh,> <INFORM there's vincent!> <INFORM -see he's standing behind that girl--> i<YES-NO_QUESTION sn't this thrilling?>"", '<FEEDBACK quite>']",[],"[[4.0, 0.0, 245.0, 185.0], [260.0, 27.0, 361.0, 98.0]]",[],"[[28.0, 205.0, 160.0, 326.0], [221.0, 174.0, 314.0, 287.0]]"
1178_24_6,['<THANK thanks for announcing me!>'],['a startled martian shouts a warning.'],"[[16.0, 104.0, 199.0, 164.0]]","[[4.0, 46.0, 258.0, 110.0]]","[[88.0, 165.0, 139.0, 229.0]]"
117_24_6,"[""<INFORM what a guy!!!-> <INFORM today's action was one or the cleverest bits of strategy pulled off in this war!>"", '<WHY_QUESTION and how!>']","[""you can again roar along with the iron ace... in next month's air fighters comics!""]","[[99.0, 8.0, 274.0, 182.0], [204.0, 166.0, 274.0, 234.0]]","[[12.0, 337.0, 274.0, 413.0]]","[[44.0, 220.0, 139.0, 320.0], [199.0, 246.0, 274.0, 340.0]]"
1183_12_8,['<POLITENESS_FORMULA pardon my intrusion>'],[],"[[79.0, 25.0, 319.0, 125.0]]",[],"[[125.0, 189.0, 174.0, 240.0]]"
1186_9_0,"[""<INFORM jeeves you've got to tell me...> <WHY_QUESTION where is he?>"", ""<POLITENESS_FORMULA i don't know what you're talking about ma'am>""]","['and so the ugly man vanishes again into obscurity! later that night mary blake, the actress calls at the home of the missing frank rollins...']","[[2.0, 128.0, 193.0, 249.0], [187.0, 129.0, 472.0, 229.0]]","[[0.0, 6.0, 499.0, 122.0]]","[[158.0, 197.0, 222.0, 281.0], [338.0, 192.0, 388.0, 261.0]]"
1189_25_0,"['<FEEDBACK pretty balloons!> <INFORM but they are not quite what they seem, my friends!>']",[],"[[13.0, 313.0, 354.0, 457.0]]",[],"[[97.0, 66.0, 200.0, 195.0]]"
1189_30_1,"['<INFORM first, you place one on a good spot where everybody can see it,> <INFORM turn the little key and..>.']",[],"[[0.0, 2.0, 307.0, 134.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
1192_40_5,['<INFORM this young man is due for a surprise!>'],['as he hurries to the field a sentry blocks his way...'],"[[6.0, 65.0, 230.0, 166.0]]","[[0.0, 8.0, 306.0, 58.0]]","[[211.0, 169.0, 279.0, 248.0]]"
1206_44_0,['<INFORM it is ready senor.>'],['ahead...'],"[[119.0, 9.0, 262.0, 87.0]]","[[1.0, 4.0, 109.0, 37.0]]","[[203.0, 117.0, 223.0, 143.0]]"
1209_33_4,['<INFORM island!!> <INFORM i tremble with fright!>'],[],"[[88.0, 0.0, 274.0, 87.0]]",[],"[[122.0, 369.0, 165.0, 427.0]]"
1219_19_1,"['<POLITENESS_FORMULA sorry to argue, chief,> <INFORM but you sent me over the wrong island..> <INFORM nothing below but a lot of radio silence!>']",['but the next day...'],"[[146.0, 40.0, 434.0, 132.0]]","[[9.0, 19.0, 94.0, 94.0]]","[[-1.0, -1.0, -1.0, -1.0]]"
1238_22_0,"[""<BACKCHANNEL oh-oh!> <INFORM a horse's whinny...> <INFORM somebody's been watching from up there!>"", ""<INFORM i'll just take a look!>""]",[],"[[67.0, 1.0, 362.0, 84.0], [504.0, 5.0, 682.0, 55.0]]",[],"[[155.0, 181.0, 375.0, 398.0], [619.0, 270.0, 639.0, 290.0]]"
123_21_5,"['<FEEDBACK very well>, <OFFER we shall besin the first lesson with the proper way to rattle chains!>', ""<INFORM i've got some here, teacher>""]",[],"[[15.0, 3.0, 298.0, 105.0], [313.0, 4.0, 484.0, 87.0]]",[],"[[37.0, 118.0, 174.0, 233.0], [313.0, 228.0, 396.0, 317.0]]"
1240_32_0,"[""<FEEDBACK shaddop... you numbskull!> <INFORM i'll settle the yank's hash...> <INFORM after we give the rajah the works!>""]",[],"[[12.0, 0.0, 208.0, 117.0]]",[],"[[96.0, 164.0, 232.0, 336.0]]"
1243_4_6,['<FEEDBACK you clumsy young fool!> <WHY_QUESTION what kind of a glass-blower are you if you take no pride in your work?>'],[],"[[0.0, 0.0, 351.0, 79.0]]",[],"[[128.0, 103.0, 266.0, 267.0]]"
1254_65_1,"['<ORDER explode the dynamite charges!>', '<FEEDBACK that is excellent!>']",[],"[[8.0, 138.0, 178.0, 223.0], [145.0, 163.0, 300.0, 267.0]]",[],"[[52.0, 239.0, 166.0, 326.0], [50.0, 239.0, 167.0, 325.0]]"
125_30_4,"['<ORDER die -- vile beast! and take your curse with you to the depths of hades from which you came>', '<BACKCHANNEL erryowww!>']",['the monster dies with a ghastly shriek...'],"[[14.0, 55.0, 343.0, 183.0], [316.0, 36.0, 468.0, 136.0]]","[[0.0, 5.0, 303.0, 68.0]]","[[229.0, 121.0, 351.0, 264.0], [-1.0, -1.0, -1.0, -1.0]]"
125_5_4,"[""<GREET amy!> <FEEDBACK that's terrible!> <INFORM i -- i couldn't do that to any one!>""]",['as she whispers her plan jim taunton feels himself go rigid with horror! he wants to get'],"[[170.0, 100.0, 471.0, 188.0]]","[[25.0, 39.0, 447.0, 113.0]]","[[247.0, 159.0, 354.0, 309.0]]"
1261_28_6,['<BACKCHANNEL oof!>'],"['they rushed me, but luckily i remembered the judo i had been taught in basic training...']","[[124.0, 59.0, 228.0, 123.0]]","[[0.0, 1.0, 590.0, 61.0]]","[[352.0, 169.0, 429.0, 236.0]]"
1263_21_4,"[""<INFORM that is a break for you!> <INFORM we had the car with the 250 g's!> <INFORM we could have lammed out and never bothered with moroni at all!> <INFORM fate was against us!!>"", '<FEEDBACK true, scull, true!> <INFORM your greed and revenge played against each other with death holding the stakes!> <INFORM it is too bad that death will not return them!!>']",[],"[[1.0, 1.0, 208.0, 237.0], [176.0, 0.0, 440.0, 188.0]]",[],"[[38.0, 224.0, 79.0, 271.0], [219.0, 236.0, 252.0, 275.0]]"
1265_21_3,"[""<POLITENESS_FORMULA sorry, big boy,> <INFORM but you've gotta check a your weapons here...> <INFORM concealed or not>""]",[],"[[88.0, 23.0, 303.0, 155.0]]",[],"[[222.0, 112.0, 279.0, 209.0]]"
1269_49_2,['<BACKCHANNEL brrr!> <INFORM even the air in this place has the chill of death!>'],[],"[[4.0, 41.0, 306.0, 201.0]]",[],"[[418.0, 374.0, 441.0, 395.0]]"
1278_35_3,"['<INFORM golly, atlas builds muscles fast!> <ORDER just watch my smoke now!>']",[],"[[0.0, 20.0, 449.0, 167.0]]",[],"[[162.0, 139.0, 223.0, 208.0]]"
1284_49_2,['<INFORM easy does it!>'],[],"[[328.0, 0.0, 484.0, 54.0]]",[],"[[277.0, 69.0, 371.0, 186.0]]"
1288_49_1,"['<NOT_CLASSIFIABLE r!> <NOT_CLASSIFIABLE quit kicking at sand in faces!>', '<INFORM that man the worst uisance on the beach>', ""<ORDER listen here,> <INFORM i'd smash your face...> <INFORM only you're so skinny you might dry up and blow away.>"", ""<INFORM the big bully!> <INFORM i'll get even some day>"", ""<BACKCHANNEL oh> <ORDER don't let it bother you little boy>""]",[],"[[0.0, 5.0, 113.0, 72.0], [0.0, 54.0, 83.0, 144.0], [143.0, 0.0, 403.0, 65.0], [416.0, 0.0, 534.0, 68.0], [583.0, 0.0, 677.0, 52.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [318.0, 49.0, 348.0, 76.0], [518.0, 33.0, 544.0, 66.0], [568.0, 45.0, 594.0, 71.0]]"
1294_30_3,"[""<INFORM but....> <WHY_QUESTION what's that saying about bringing the mountain to sonebody??>""]",[],"[[13.0, 0.0, 221.0, 79.0]]",[],"[[31.0, 92.0, 192.0, 242.0]]"
129_20_2,"['<CLOSE goodbye darling!> <POLITENESS_FORMULA have a nice day... be safe>', '<CLOSE goodbye, dear!> <POLITENESS_FORMULA take care of yourself and little alice...>']",[],"[[24.0, 13.0, 204.0, 116.0], [201.0, 14.0, 360.0, 148.0]]",[],"[[55.0, 141.0, 127.0, 221.0], [248.0, 232.0, 326.0, 299.0]]"
1302_31_6,['<INFORM gnomies>'],[],"[[101.0, 72.0, 337.0, 246.0]]",[],"[[273.0, 367.0, 397.0, 482.0]]"
1304_38_1,"[""<YES-NO_QUESTION hear what miss screech says?> <INFORM we're gonna be great like caruso!>"", ""<BACKCHANNEL aaah!> <FEEDBACK i don't want to sing like caruso...>""]",[],"[[1.0, 0.0, 336.0, 132.0], [331.0, 0.0, 611.0, 127.0]]",[],"[[132.0, 297.0, 241.0, 392.0], [322.0, 277.0, 442.0, 381.0]]"
1304_39_4,['<GREET gosh!> <INFORM if i could only sing like him!> <BACKCHANNEL hmmm...> <BACKCHANNEL hmmm...> <BACKCHANNEL la - di daaaa>'],['frank sanata in person'],"[[206.0, 8.0, 541.0, 130.0]]","[[310.0, 102.0, 528.0, 395.0]]","[[132.0, 203.0, 263.0, 307.0]]"
1318_44_2,['<INFORM say!> <INFORM i almost forgot i made another improvement on your flying suit!> <INFORM you should do about two hundred miles an hour now!>'],[],"[[94.0, 1.0, 393.0, 180.0]]",[],"[[219.0, 213.0, 333.0, 346.0]]"
1323_4_0,"['<INFORM you ordered it to stand up,> <INFORM and it> <BACKCHANNEL --ulp!--> <INFORM obeyed!!>', ""<FEEDBACK it's unbelievable!>"", ""<BACKCHANNEL haw!> <BACKCHANNEL haw!> <FEEDBACK ya ain't seen nothin' yet!!>"", '<NOT_CLASSIFIABLE cou up to je>', ""<INFORM come a runnin',>"", '<POLITENESS_FORMULA look out!>', ""<INFORM you'll be run>""]",[],"[[0.0, 11.0, 222.0, 118.0], [194.0, 12.0, 438.0, 87.0], [235.0, 89.0, 467.0, 189.0], [462.0, 6.0, 544.0, 96.0], [1.0, 429.0, 179.0, 494.0], [186.0, 429.0, 326.0, 494.0], [327.0, 421.0, 464.0, 494.0]]",[],"[[74.0, 172.0, 152.0, 266.0], [189.0, 176.0, 250.0, 253.0], [310.0, 201.0, 406.0, 332.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
1325_26_1,"['<INFORM (1) the public will learn about the embarrassing episode of the handcuffs,> <INFORM and (2) your superiors will learn that someone other than yourself solved this case.>']",[],"[[2.0, 3.0, 350.0, 183.0]]",[],"[[146.0, 195.0, 358.0, 422.0]]"
132_10_2,"[""<INFORM now all i've got to do is make it back!>"", '<FEEDBACK you will! keep going- you lucky stiff!>']",[],"[[17.0, 36.0, 252.0, 129.0], [232.0, 41.0, 546.0, 116.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
1349_8_3,"[""<GREET laurel,> <INFORM i shouldn't have put you through this!> <YES-NO_QUESTION you really do love brad very much don't you?>""]",['to brad and wanda. they were still completely unaware of anything but each other. i knew now that my love for brad was dead!'],"[[25.0, 62.0, 468.0, 126.0]]","[[0.0, 0.0, 470.0, 60.0]]","[[130.0, 160.0, 214.0, 279.0]]"
1359_23_3,"['<FEEDBACK wow!> <INFORM boy, there must be an irritated squirrel up there!>']",[],"[[192.0, 6.0, 484.0, 149.0]]",[],"[[408.0, 102.0, 469.0, 152.0]]"
135_9_3,"[""<INFORM here goes i'm wishing!>""]",[],"[[4.0, 6.0, 270.0, 96.0]]",[],"[[152.0, 154.0, 203.0, 210.0]]"
1364_30_3,['<INFORM a face!>'],[],"[[197.0, 10.0, 404.0, 157.0]]",[],"[[20.0, 23.0, 170.0, 278.0]]"
1368_26_4,"['<INFORM we have the greatest boss in the world!!>', '<FEEDBACK you bet!!!> <INFORM three cheers for robin\thood!!>']",[],"[[6.0, 21.0, 143.0, 113.0], [123.0, 17.0, 254.0, 128.0]]",[],"[[72.0, 197.0, 95.0, 220.0], [129.0, 203.0, 154.0, 229.0]]"
1372_18_1,"['<INFORM i spent my fortune trying to find archibald!> <INFORM i have become poor...> <INFORM a lost soul without him>! <INFORM and i thank you boys for finding him...>', ""<BACKCHANNEL hmm...> <FEEDBACK that's very interesting windy,> <WHY_QUESTION but what was your act on the stage?>""]",[],"[[1.0, 14.0, 277.0, 153.0], [347.0, 15.0, 571.0, 112.0]]",[],"[[169.0, 171.0, 287.0, 272.0], [514.0, 208.0, 564.0, 322.0]]"
1377_61_4,['<FEEDBACK why that nervy cuss!> <INFORM if he moved my car.....!>'],[],"[[0.0, 21.0, 295.0, 115.0]]",[],"[[188.0, 100.0, 261.0, 184.0]]"
137_15_5,['<FEEDBACK maybe i should have stayed home!>'],['first aid'],"[[44.0, 23.0, 227.0, 141.0]]","[[227.0, 92.0, 349.0, 142.0]]","[[188.0, 159.0, 296.0, 268.0]]"
137_47_3,"['<BACKCHANNEL y-o-o-o-w-w!> <FEEDBACK all thes complaints about crosse lines are driving me crazy!> <ORDER locate the trouble, somebody.> <INFORM or everybody is fired - including myself!>']",[],"[[43.0, 14.0, 400.0, 180.0]]",[],"[[172.0, 199.0, 240.0, 261.0]]"
1394_20_2,['<FEEDBACK this!>'],[],"[[96.0, 12.0, 244.0, 77.0]]",[],"[[64.0, 168.0, 227.0, 330.0]]"
1395_7_9,['<INFORM but there was somebody else in this cabin!> <INFORM out as i came in!>'],[],"[[4.0, 7.0, 189.0, 137.0]]",[],"[[68.0, 241.0, 96.0, 267.0]]"
139_34_4,"[""<OFFER let's beat it.>"", ""<FEEDBACK you said it.> <INFORM we're lucky to be alive>""]",[],"[[40.0, 6.0, 200.0, 36.0], [186.0, 60.0, 311.0, 142.0]]",[],"[[19.0, 50.0, 84.0, 130.0], [178.0, 159.0, 239.0, 227.0]]"
1406_13_3,"[""<FEEDBACK i'm slipping!>"", '<BACKCHANNEL oops!>', '<FEEDBACK of all the luck!>']",[],"[[21.0, 34.0, 233.0, 128.0], [162.0, 120.0, 289.0, 226.0], [385.0, 31.0, 522.0, 164.0]]",[],"[[78.0, 264.0, 110.0, 305.0], [220.0, 260.0, 255.0, 299.0], [492.0, 158.0, 592.0, 220.0]]"
1410_55_7,"['<BACKCHANNEL o-ooh!> <WHY_QUESTION what hit me?>', '<INFORM now i remember- what a fool i was!>']",['fife begins to re-gain his senses.'],"[[54.0, 107.0, 407.0, 219.0], [472.0, 34.0, 776.0, 209.0]]","[[32.0, 42.0, 470.0, 128.0]]","[[261.0, 289.0, 318.0, 351.0], [617.0, 259.0, 697.0, 351.0]]"
1410_5_3,"[""<BACKCHANNEL oh-ho!> <FEEDBACK that's what you think, my conceited friend!>""]",['but as he lifts the glass to drink-'],"[[69.0, 78.0, 530.0, 251.0]]","[[35.0, 0.0, 613.0, 89.0]]","[[303.0, 330.0, 379.0, 399.0]]"
1418_14_4,['<GREET oh boy!> <INFORM a chipmunk!>'],[],"[[48.0, 0.0, 529.0, 82.0]]",[],"[[170.0, 143.0, 520.0, 461.0]]"
1419_68_4,['<INFORM i wonder where the second clue is!> <INFORM nobody seems to have found it yet!>'],['meanwhile ----'],"[[25.0, 48.0, 425.0, 127.0]]","[[0.0, 7.0, 453.0, 48.0]]","[[45.0, 237.0, 142.0, 324.0]]"
1421_25_2,['<FEEDBACK father!>'],[],"[[41.0, 48.0, 163.0, 92.0]]",[],"[[135.0, 120.0, 274.0, 318.0]]"
1423_44_5,['<INFORM the contents of the jar are sacred!> <INFORM upon their safe deliv-ery depends the success of our great cause in china!> <POLITENESS_FORMULA i know you will not fail us!>'],[],"[[4.0, 11.0, 279.0, 213.0]]",[],"[[53.0, 245.0, 223.0, 433.0]]"
1433_45_6,"[""<ORDER hurry men,> <ORDER as soon as you get there, attack the mercurian ships.> <INFORM that's our only hope for saving blaze!>""]",['the earthmen enter the sound-wave machine to be carried to venus...'],"[[28.0, 58.0, 286.0, 176.0]]","[[10.0, 0.0, 358.0, 45.0]]","[[37.0, 154.0, 68.0, 188.0]]"
1436_25_9,['<BACKCHANNEL woops!> <INFORM i guess our friend broke the news to his playmates!>'],[],"[[34.0, 14.0, 369.0, 90.0]]",[],"[[207.0, 149.0, 264.0, 212.0]]"
1436_43_7,['<BACKCHANNEL oh-> <FEEDBACK my head!>'],[],"[[157.0, 110.0, 253.0, 178.0]]",[],"[[88.0, 87.0, 145.0, 150.0]]"
1437_21_3,"[""<GREET inspector,> <POLITENESS_FORMULA i'm so sorry!> <INFORM this happened all because of me!>""]","[""rod is fished out and receives lydia van deer's warm sympathy.""]","[[83.0, 75.0, 326.0, 163.0]]","[[2.0, 13.0, 322.0, 81.0]]","[[144.0, 130.0, 187.0, 181.0]]"
